article,year,sentence,sentiment,confidence
2013/59-pg19.1_011.txt,2013,究竟是什么原因，使得外国居民和企业愿意使用人民币进行支付与交易呢？ 原因之一：自国际金融危机爆发以来，中国经济增长成就斐然,中性,0.4496
2013/59-pg19.1_012.txt,2013,国际金融危机以来，世界经济深度调整，各个领域包括贸易投资规则的竞争更趋激烈,中性,0.4972
2013/59-pg19.1_013.txt,2013,这将好于去年3.5%的增长率，但与国际金融危机前6%—7%的增长率相比，则有大幅差距,中性,0.4713
2013/59-pg19.1_015.txt,2013,由美国住房按揭信贷市场的次贷危机引发的国际金融危机发生发展的过程说明，构建稳定均衡的大金融体系，离不开大数据理念与技术的支持,中性,0.4811
2013/59-pg19.1_015.txt,2013,金融机构间错综复杂、相互关联的信息缺失成为预测与治理危机的主要障碍，政府未能识别金融机构间、金融市场间以及机构和市场间的风险传染途径，于是，流动性危机很快演变成全面的信用危机，直至全球金融危机,中性,0.4394
2013/59-pg19.1_015.txt,2013,其中一个方面的均衡被破坏，其他几个方面也会随之变动，导致不同规模、不同程度的金融危机,中性,0.4096
2013/59-pg19.1_016.txt,2013,另外，国际金融危机以来，失业率居高不下的问题一直没有得到很好解决，2008年12月美国失业率为7.2%，而目前的失业率仍然达到7.3%，从这个意义上说，奥巴马政府在推动就业方面几乎是在原地踏步,中性,0.4341
2013/60-pg19.2_001.txt,2013,改革开放以来，我们坚定不移地推进金融改革，基本建立了与社会主义市场经济相适应的金融体制，金融业配置资源和服务实体经济的能力大幅提升，整体实力和风险抵御能力明显提高，金融宏观调控的科学性、前瞻性和有效性稳步增强，成功经受住了国际金融危机的严峻考验，为我国经济持续健康发展作出了重要贡献,中性,0.4257
2013/60-pg19.2_002.txt,2013,近年来，我们共同经历了国际金融危机和欧债危机的冲击，通过巩固团结、深化合作，彼此经贸往来取得新进展,中性,0.4192
2013/60-pg19.2_002.txt,2013,摆脱国际金融危机的深层次影响，加强国际合作、反对贸易和投资保护主义至关重要,中性,0.4732
2013/60-pg19.2_003.txt,2013,尤其是近年来罗马尼亚妥善应对国际金融危机和欧债问题的冲击，经济平稳增长，社会政治稳定，人民安居乐业，已成为欧洲重要的新兴市场，地区和国际影响不断提升，赢得“欧洲之虎”的美誉,中性,0.4656
2013/60-pg19.2_004.txt,2013,在汹涌而来的国际金融危机面前，他们发出《树信心、保增长、促就业》倡议书，抱团取暖、共克时艰…… 2010年，中共中央、国务院下发《关于加强和改进新形势下工商联工作的意见》，第一次明确提出：工商联在我国经济、政治、文化、社会生活中有着重要影响，在促进非公有制经济健康发展、引导非公有制经济人士健康成长中具有不可替代的作用,中性,0.4604
2013/60-pg19.2_005.txt,2013,双方经贸往来经受住国际金融危机和欧债危机冲击，务实合作呈现出旺盛生机和活力,中性,0.4630
2013/60-pg19.2_006.txt,2013,近年来中国和中东欧国家政治互信继续增强，人文交流不断扩大，经贸合作也经受住了国际金融危机和欧债问题的冲击,中性,0.4296
2013/60-pg19.2_006.txt,2013,"近年来，受国际金融危机和欧债问题影响,资金短缺成为影响中东欧国家经济复苏的瓶颈",中性,0.4880
2013/60-pg19.2_007.txt,2013,双方经贸往来经受住国际金融危机和欧债危机冲击，务实合作呈现出旺盛生机和活力,中性,0.4630
2013/60-pg19.2_008.txt,2013,国际金融危机影响深远，全球发展不平衡加剧，国际和地区冲突频繁发生,中性,0.4699
2013/60-pg19.2_009.txt,2013,近年来国际金融危机的教训表明，只有认清自身对外资产负债存量，才能制定科学的宏观经济政策,中性,0.5041
2013/60-pg19.2_010.txt,2013,同样是两场百年一遇的大危机，上世纪30年代大萧条冲击的只是美欧日，始于2008年的国际金融危机则席卷了全球，无一国能够幸免，无一隅可以偏安，人类社会第一次真正形成了全球化,中性,0.4394
2013/60-pg19.2_011.txt,2013,（二）世界经贸格局正在发生重大变化 国际金融危机后，不少发达国家深陷债务危机的沼泽，经济复苏艰难曲折，发展中国家成为拉动世界经济增长的重要力量，一批新兴经济体快速崛起，金砖国家占全球经济总量的比重超过20%，全球经济格局“东升西降”更加明显,中性,0.4829
2013/60-pg19.2_012.txt,2013,这样一个道理，显然并不局限于经济学领域 受国际金融危机拖累，全球经济仍在复苏进程中,中性,0.4623
2013/60-pg19.2_012.txt,2013,很多人还记得，5年前，英国女王伊丽莎白二世在伦敦政治经济学院提出这样一个问题：为什么经济学家事前都没有预见到国际金融危机的到来？ 其实，经济学家的尴尬又何止未能及时预警,中性,0.4265
2013/60-pg19.2_013.txt,2013,2008年下半年国际金融危机爆发以来，我国成为带动世界经济复苏的重要引擎，2008—2012年对世界经济增长的年均贡献率超过20%,中性,0.4898
2013/60-pg19.2_014.txt,2013,2008年下半年国际金融危机爆发以来，我国成为带动世界经济复苏的重要引擎，2008—2012年对世界经济增长的年均贡献率超过20%,中性,0.4898
2013/60-pg19.2_015.txt,2013,这些年，我国之所以能够经受住国际金融危机和世界经济低迷的冲击，战胜严重自然灾害，国民经济保持平稳较快发展，人民生活不断改善，坚持深化经济体制改革是重要原因,中性,0.3676
2013/60-pg19.2_015.txt,2013,这次应对国际金融危机冲击，各国对发挥政府作用有了新的认识，我们也有了更加深刻的体会,中性,0.4609
2013/60-pg19.2_015.txt,2013,（六）构建开放型经济新体制，加快培育参与和引领国际经济合作竞争新优势 国际金融危机影响深远，世界格局深度调整，世情、国情正发生深刻变化,中性,0.4537
2013/60-pg19.2_016.txt,2013,蒂莫西·盖特纳的职场动向成为热门新闻，与他在美国应对国际金融危机中曾扮演的角色有关,中性,0.4215
2013/60-pg19.2_017.txt,2013,巩义20多年雄居河南县域经济领头羊宝座，国际金融危机冲击下一度跌到全省第七,中性,0.4647
2013/60-pg19.2_017.txt,2013,河南经济曾以平均13%的增速高歌猛进，但受国际金融危机冲击急转直下，2009年1月工业增长仅1%左右，农民工却汹涌返乡近900万人,中性,0.4172
2013/61-pg19.3_001.txt,2013,2008年国际金融危机爆发后，爱尔兰经济出现严重困难，当时爱尔兰国内几家大银行都面临着崩盘危机，国民经济发展岌岌可危,中性,0.4198
2013/61-pg19.3_002.txt,2013,袁鹏：冷战结束后，美国成为全球唯一超级大国，这一地位虽经“9·11”恐怖袭击和金融危机冲击，但并未发生根本变化，其全球影响力可谓无处不在,中性,0.4504
2013/61-pg19.3_002.txt,2013,许多西方经济学家提出，30年来，美式自由市场资本主义模式在全球被采用，但是自2008年国际金融危机爆发以来，在美国产生了新一轮的对“华盛顿共识”更深刻的反思,中性,0.4212
2013/61-pg19.3_002.txt,2013,在金融危机中，这些最富有家庭的财富净损失相对较小，从1.95亿美元降到1.65亿美元，降幅大约为15.4%,中性,0.3915
2013/61-pg19.3_002.txt,2013,国际金融危机肇始于美国，在过去的一年多里，美国发生的财政危机一度导致政府关门，种种迹象表明，面对国内问题的挑战，美国无力继续维系“美国梦”和霸权战略力量，因为美国不能将国内的繁荣与国际上的力量合并起来,中性,0.4026
2013/61-pg19.3_002.txt,2013,陈刚：国际金融危机之后，美国的经济实力大不如前，这直接导致了其全球影响力的下降,中性,0.4483
2013/61-pg19.3_002.txt,2013,外部因素主要是来自中国等新兴市场国家的崛起，内部因素主要是美国发展模式的失败，比如美国社会的不平等日益加剧，无论是美国政府还是私人都债台高筑，2008年以来还遭受了金融危机,中性,0.4217
2013/61-pg19.3_002.txt,2013,这为后来的金融危机埋下了祸根,中性,0.4369
2013/61-pg19.3_003.txt,2013,国际金融危机爆发以来，世界格局发生变动，世界各地针对资本主义的抗议运动此起彼伏，这为世界社会主义运动的振兴带来契机,中性,0.4583
2013/61-pg19.3_004.txt,2013,特别是国际金融危机以来，欧洲经济持续衰退，失业率居高不下，欧盟又未能提出有效应对举措，给极右势力壮大提供了温床,中性,0.5113
2013/61-pg19.3_005.txt,2013,高世宪认为，进入21世纪，特别是国际金融危机爆发后，大力发展新能源和可再生能源的呼声日益高涨，为非传统能源开发利用创造了良好的历史机遇，这对保障世界能源安全、稳定能源市场、应对全球气候变化具有积极意义,中性,0.4668
2013/61-pg19.3_006.txt,2013,2008年以来，国家抓住国际金融危机给引进海外人才提供的难得机遇，集中力量实施“千人计划”，迄今已分10批引进约4000名海外高层次人才回国创新创业,中性,0.4097
2013/61-pg19.3_007.txt,2013,改革是中国经济与社会发展的“主发动机”，只要坚定地走改革开放的道路，中国就可以克服前进道路上的困难，正如中国已经克服国际金融危机带来的影响以及其他困难一样,中性,0.4236
2013/61-pg19.3_008.txt,2013,财政收入增速下滑是符合规律的经济现象 如果将财政收入增速下滑置于历史发展特别是国际金融危机的特殊背景下加以审视，如下四个方面的事实就不能不纳入视野,中性,0.4705
2013/61-pg19.3_008.txt,2013,再加上当前的国际金融危机主要是由全球性经济结构失衡所引致的，全球经济结构正处在调整之中，我国经济结构调整任务也十分繁重,中性,0.4713
2013/61-pg19.3_009.txt,2013,在受到国际金融危机冲击时，通过及时有效的宏观调控，较好地抵御了外部冲击,中性,0.4241
2013/61-pg19.3_009.txt,2013,在应对上世纪90年代末期亚洲金融危机冲击中，我国在坚持人民币不贬值的同时，采取努力扩大内需、刺激经济增长的政策，保持了国内经济的健康稳定增长，同时对缓解亚洲经济紧张形势、带动亚洲经济复苏发挥了重要作用,中性,0.4524
2013/61-pg19.3_009.txt,2013,2008年国际金融危机袭来，我国及时实施积极的财政政策和适度宽松的货币政策，迅速实施应对国际金融危机冲击、进一步扩大内需促进经济增长的一揽子计划，扭转了经济增速过快下滑态势，在世界率先实现经济增长企稳回升,中性,0.4403
2013/61-pg19.3_009.txt,2013,在经济增速较高的情况下，年度之间经济增速波动的幅度明显收窄，除了2008年受国际金融危机严重冲击经济增速与上年相比减慢约4.6个百分点之外，年度之间经济增速的波动幅度均未超过2个百分点,中性,0.5366
2013/61-pg19.3_009.txt,2013,从国际经济环境看，国际金融危机和欧洲主权债务危机余波未了，世界经济仍然处于深度调整期，既有复苏迹象，也面临基础不稳、动力不足、速度不均的问题,中性,0.4915
2013/61-pg19.3_010.txt,2013,国际金融危机爆发5年后，全球经济仍有许多麻烦,中性,0.5168
2013/61-pg19.3_010.txt,2013,只不过，金融危机加剧了这一进程以及人们对该趋势的认识,中性,0.4657
2013/61-pg19.3_011.txt,2013,当前，全球正处于后国际金融危机阶段，如何让货币从非常态化逐步转向常态化，即是逐步退出量化宽松的含义,中性,0.4919
2013/61-pg19.3_011.txt,2013,事实上，量化宽松作为一种非常态的货币政策，并不是国际金融危机之后才出现的,中性,0.4632
2013/61-pg19.3_011.txt,2013,不过，这次情况与1997年东南亚金融危机爆发时的形势有所不同,中性,0.4798
2013/61-pg19.3_012.txt,2013,金融危机频发,中性,0.4336
2013/61-pg19.3_012.txt,2013,这种建立在虚拟经济基础之上的增长模式持续发展，结果就是资产泡沫的周期性膨胀和破裂，金融危机频繁爆发，实体经济的健康发展受到严重影响,中性,0.4325
2013/61-pg19.3_012.txt,2013,国际金融危机是系统的制度性危机 2008年爆发的国际金融危机仍在发酵,中性,0.4343
2013/61-pg19.3_012.txt,2013,经济持续低迷，贫富两极分化加剧，金融资本的寄生性和掠夺性日益加深，环境和生态危机不断恶化，财政赤字无节制膨胀，垄断资本对民主政治和社会舆论的操控加强，霸权主义和军事干涉盛行，这些弊端相互交织和集中爆发清楚地表明，这次国际金融危机并非一般的周期性危机，而是系统的制度性危机，是资本主义基本矛盾在新的历史条件下的总爆发,中性,0.4213
2013/61-pg19.3_012.txt,2013,面对这次国际金融危机，无论新自由主义，还是国家干预主义，都显得力不从心,中性,0.4104
2013/61-pg19.3_013.txt,2013,中国近年来实现快速发展，成功应对国际金融危机，并不断通过改革解决了一系列发展中遇到的经济社会难题,中性,0.3502
2013/61-pg19.3_014.txt,2013,示范区：承担国家自主创新战略重担 2008年，国际金融危机波诡云谲，进而冲击中国,中性,0.5231
2013/61-pg19.3_014.txt,2013,2009年3月，在国际金融危机冲击最为严峻的时刻，国务院批复同意建设中关村国家自主创新示范区,中性,0.4657
2013/61-pg19.3_015.txt,2013,面对国际金融危机冲击，“看不见的手”潜移默化，“看得见的手”精心调控，让风景这边独好,中性,0.4270
2013/61-pg19.3_016.txt,2013,“在后国际金融危机时代，要实行更加积极主动的开放战略，从快速变革的世界格局中抢抓新机遇,中性,0.4448
2013/61-pg19.3_017.txt,2013,国际货币基金组织（IMF）非洲局局长萨耶赫接受本报记者采访时表示：“非洲同中国等新兴市场国家的经贸往来不断加强，贸易格局逐渐多元化，可以帮助非洲国家更好地应对国际金融危机造成的影响,中性,0.5004
2013/62-pg20.1_001.txt,2013,2008年下半年国际金融危机爆发以来，我国成为带动世界经济复苏的重要引擎，2008—2012年对世界经济增长的年均贡献率超过20%,中性,0.4898
2013/62-pg20.1_001.txt,2013,尤其是在应对国际金融危机冲击中，内需的强劲增长有效弥补了外需的不足，对实现经济平稳较快发展起到了极为关键的作用,中性,0.4559
2013/62-pg20.1_002.txt,2013,2008年下半年国际金融危机爆发以来，我国成为带动世界经济复苏的重要引擎，2008—2012年对世界经济增长的年均贡献率超过20%,中性,0.4898
2013/62-pg20.1_002.txt,2013,尤其是在应对国际金融危机冲击中，内需的强劲增长有效弥补了外需的不足，对实现经济平稳较快发展起到了极为关键的作用,中性,0.4559
2013/62-pg20.1_003.txt,2013,国际金融危机发生前，我国的巨大生产潜能主要通过国际市场得到有效释放,中性,0.4328
2013/62-pg20.1_004.txt,2013,从积极角度讲，国际金融危机的后续影响虽然还未结束，但世界经济正在缓慢回暖,中性,0.4472
2013/62-pg20.1_004.txt,2013,中国的投资情况近年来非常好，这有助于国际金融危机之后的经济恢复,中性,0.4022
2013/62-pg20.1_005.txt,2013,国际货币基金组织统计数据显示，尽管国际金融危机和欧债危机冷风劲吹，2008年至2012年，中国经济年均增长9.3%，中国经济净增量占全球经济净增量的29.8%,中性,0.5513
2013/62-pg20.1_006.txt,2013,国际金融危机发生后，全球化和全球治理也进入新的阶段，新兴大国共同和平崛起，以G20为共同平台的全球经济新治理机制登上舞台,中性,0.4812
2013/62-pg20.1_007.txt,2013,未来双方交集将大大增加，机遇与挑战并存 当前，全球金融危机已使全球金融治理秩序发生明显变化,中性,0.5011
2013/62-pg20.1_007.txt,2013,全球金融危机作为当前国际金融格局演变中的关键节点，对中国和欧洲在全球金融治理中的角色与作用产生了深远影响,中性,0.5093
2013/62-pg20.1_007.txt,2013,另外，国际金融危机以来，全球金融治理参与方增多，会引发现行体系权力分配结构的调整，这也暗含着冲突,中性,0.5220
2013/62-pg20.1_008.txt,2013,”财政部财政科学研究所所长贾康介绍，国际金融危机爆发以后，欧盟这一警戒线已经失守，法国德国也没能固守住60%，意大利多年负债率在100%左右，出问题的希腊在125%以上,中性,0.4562
2013/62-pg20.1_009.txt,2013,十年改革发展，从有效应对国际金融危机冲击到抗击特大自然灾害取得胜利，中国共产党紧紧抓住和用好我国发展的重要战略机遇期，战胜一系列严峻挑战,中性,0.4131
2013/62-pg20.1_010.txt,2013,“毛里求斯的旅游产品和服务设计上更多针对欧洲人”，汇丰银行毛里求斯分行首席执行官布里斯告诉本报记者说，受国际金融危机影响，欧洲游客数量明显下降，吸引中国游客成为促进毛里求斯旅游业发展的重点,中性,0.4655
2013/62-pg20.1_011.txt,2013,比如，2008年国际金融危机后，中国经济在强有力的政策推动下率先走出危机阴影，股市出现了明显的回升，而欧美股市的回升要晚于A股大半年,中性,0.4232
2013/62-pg20.1_012.txt,2013,当前，中爱经贸关系发展势头良好，中国已连续６年成为爱尔兰在亚洲地区的第一大贸易伙伴，爱经济经受住了国际金融危机的考验，正在走向复苏，双方应抓住机遇，乘势而上，推动两国经贸合作不断向前发展,中性,0.4209
2013/62-pg20.1_013.txt,2013,而自2008年国际金融危机爆发以来，有机农产品的销售已上涨25%,中性,0.4397
2013/62-pg20.1_014.txt,2013,国际金融危机爆发以来，美国宽松的财政货币政策成为支撑复苏的主要推动力,中性,0.4790
2013/62-pg20.1_014.txt,2013,随着金融危机从私人债务危机阶段步入主权债务危机阶段，调整宏观经济政策导向的压力开始加大：货币政策调整的方向是退出量化宽松，改变零利率政策，直至通胀率上升，失业率下降，经济步入可持续增长轨道,中性,0.4562
2013/62-pg20.1_015.txt,2013,在国际金融危机和伊拉克、阿富汗战争令美国陷入颓势之时，奥巴马推动的社会改革是美国向更加关注平等、发挥政府职能、改善和加强社会福利的回摆，其执政理念与更加强调自由竞争和私有经济、反对政府干预及“大政府”、对不断扩大福利政策心存疑虑的共和党人明显相悖,中性,0.4246
2013/62-pg20.1_016.txt,2013,在宏观经济数据逶迤上行的背景下，保险业发展快速回暖，特别是寿险利润同比增长超过500%，这“惊人一跳”的力气从哪里来？ 结构调整先苦后甜，保障型业务“顶大梁” 保险业刚刚走过严冬——2010年以来，受国际金融危机影响，国内保险市场保费来源萎缩,負面,0.3998
2013/63-pg20.2_001.txt,2013,发展消费金融有助于刺激消费需求，应对国际金融危机冲击,中性,0.4405
2013/63-pg20.2_001.txt,2013,目前，国际金融危机的阴霾尚未消除，国际市场需求难有大的起色，扩大内需特别是消费需求成为我国保持经济持续健康发展的现实选择,中性,0.4405
2013/63-pg20.2_003.txt,2013,自2010年以来，澳政府不断收紧签证政策，且对留学生毕业后申请永久或临时居留等都予以政策限制，加之国际金融危机导致澳政府对教育产业拨款减少，澳元汇率的长期走高还促使学费不断上涨等因素，澳国际教育产业频现颓势,中性,0.4438
2013/63-pg20.2_004.txt,2013,2008年，国际金融危机冲击之下，国内外大量装备制造企业停工减产,中性,0.4617
2013/63-pg20.2_005.txt,2013,地方债究竟有多少（特别报道·辩证看待地方债(上)） 社会上对地方债议论纷纷、担忧加大，事实是怎样的？请看本报深度调查—— 作者：许志峰;王珂;吴秋余 时间：2013-10-28 新华社供图 本报记者 许志峰 王珂 吴秋余 编者按 “地方债有可能引发债务危机”、“中国地方债比美国金融危机更危险”、“地方债风险一触即发将失控”……地方债问题已经引起广泛关注，众说纷纭,中性,0.4888
2013/63-pg20.2_005.txt,2013,”贾康说，诸如为抵御金融危机冲击而兴办的投资项目和经济增长点建设，加快城乡基础设施建设、兴建大型公益项目和改善市容市貌等,中性,0.4602
2013/63-pg20.2_005.txt,2013,“尤其是在2008年国际金融危机后，地方政府面对经济增速放缓，更有了举债的压力和动力,中性,0.4758
2013/63-pg20.2_006.txt,2013,在应对国际金融危机过程中，我们进一步认识到这场金融危机实质上冲击的是我国的经济发展方式,中性,0.4709
2013/63-pg20.2_007.txt,2013,国际金融危机发生后，美欧等发达国家经济发展趋缓、进口收缩，是中国市场帮助拉美许多国家渡过难关,中性,0.4437
2013/63-pg20.2_008.txt,2013,此外，由西方所引发的国际金融危机影响犹在，中国与其邻国在金融领域更应当紧密合作，开发出更大的潜能,中性,0.4901
2013/63-pg20.2_009.txt,2013,2008年国际金融危机爆发后，当时的澳大利亚工党政府推出了大规模的刺激措施，以缓冲全球经济下滑对澳国内经济的负面影响，澳政府债务占GDP的比例也因此从接近于零上升至10%左右,中性,0.5083
2013/63-pg20.2_010.txt,2013,国际金融危机爆发以来，国际经济形势出现两个明显趋势：一个是，全球经济正进入深度调整和转型期,中性,0.4673
2013/63-pg20.2_011.txt,2013,在国际金融危机和世界经济低迷的今天，只有中国，仍保持着令人骄傲的增长速度和发展潜力,中性,0.4562
2013/63-pg20.2_012.txt,2013,在国际金融危机的背景下，对亚洲经济增长贡献率超过50%，中国经济正在同世界经济深度交融,中性,0.4704
2013/63-pg20.2_013.txt,2013,统计数据显示，尽管受国际金融危机影响，多数东盟国家的经济增长于2009年有所放缓，但总体上，在2005年至2012年间，东盟10国的GDP始终保持增势,中性,0.5093
2013/63-pg20.2_014.txt,2013,他说，当前世界经济继续缓慢复苏，但国际金融危机深层影响远未消除，还存在许多不稳定不确定因素,中性,0.4968
2013/63-pg20.2_015.txt,2013,过去五年，在国际金融危机的冲击下，许多亚太国家都经历了巨大挑战，亚太国家要激发新的活力，不仅需要大力推动开放、切实加强合作，更需要锐意推进改革，对内调整阻碍创新发展的体制机制，对外取消国家之间的繁文缛节和贸易壁垒,中性,0.4797
2013/63-pg20.2_015.txt,2013,然而，这种平衡注定难以持久，接连爆发的次贷危机和金融危机，让美国消费扩张的虚拟泡沫破灭，经济衰退，并逐步蔓延为全球性的经济疲软,中性,0.4540
2013/63-pg20.2_016.txt,2013,本报记者 丁大伟摄 王怀宇 孙彦红 作为欧盟经济的中坚力量，中小企业不可避免地受到国际金融危机、欧债危机的强烈冲击,中性,0.4758
2013/63-pg20.2_016.txt,2013,融资环境急剧恶化，市场需求严重萎缩，很多企业因资金链断裂而破产 国际金融危机爆发后，欧盟中小企业面临的困难主要来自两个方面：一是融资环境急剧恶化,中性,0.4417
